"PLOT","INVYR","Common.Name","DEAD","ELEV","LON","LAT"
90509,2019,"Douglas-fir",0,8460,-109.708259,34.116631
90526,2006,"Douglas-fir",1,6320,-110.511584,34.20929
90526,2016,"Douglas-fir",1,6320,-110.511584,34.20929
90568,2001,"Douglas-fir",0,8860,-112.105298,36.407328
90568,2011,"Douglas-fir",2,8860,-112.105298,36.407328
90568,2021,"Douglas-fir",2,8860,-112.105298,36.407328
90587,2003,"Douglas-fir",0,7350,-110.83674,34.385282
90587,2013,"Douglas-fir",1,7350,-110.83674,34.385282
90651,2007,"Douglas-fir",3,5680,-110.409162,33.617305
90651,2017,"Douglas-fir",3,5680,-110.409162,33.617305
90832,2002,"Douglas-fir",1,6780,-111.146398,34.370674
90832,2012,"Douglas-fir",1,6780,-111.146398,34.370674
90865,2006,"Douglas-fir",0,8570,-112.121589,36.505871
90865,2016,"Douglas-fir",0,8570,-112.121589,36.505871
90873,2010,"Douglas-fir",0,7840,-109.234281,35.819347
90873,2020,"Douglas-fir",0,7840,-109.234281,35.819347
90888,2008,"Douglas-fir",0,5970,-109.168374,33.611906
90888,2018,"Douglas-fir",3,5970,-109.168374,33.611906
90968,2006,"Douglas-fir",4,6260,-110.410471,32.67618
90968,2016,"Douglas-fir",4,6260,-110.410471,32.67618
90978,2003,"Douglas-fir",1,8430,-109.275201,33.881999
90978,2013,"Douglas-fir",6,8430,-109.275201,33.881999
91036,2002,"Douglas-fir",1,8450,-109.720602,34.005008
91036,2012,"Douglas-fir",2,8450,-109.720602,34.005008
91054,2007,"Douglas-fir",2,7370,-109.064181,33.51858
91054,2017,"Douglas-fir",3,7370,-109.064181,33.51858
91129,2010,"Douglas-fir",4,7090,-111.163657,34.526278
91129,2020,"Douglas-fir",25,7090,-111.163657,34.526278
91181,2003,"Douglas-fir",0,8320,-109.276349,33.568811
91181,2013,"Douglas-fir",4,8320,-109.276349,33.568811
91187,2002,"Douglas-fir",0,7400,-109.753237,33.839767
91187,2012,"Douglas-fir",0,7400,-109.753237,33.839767
91211,2003,"Douglas-fir",0,8020,-109.599073,33.751838
91211,2013,"Douglas-fir",1,8020,-109.599073,33.751838
91226,2001,"Douglas-fir",0,6820,-110.022668,34.068152
91226,2011,"Douglas-fir",0,6820,-110.022668,34.068152
91226,2021,"Douglas-fir",0,6820,-110.022668,34.068152
91276,2003,"Douglas-fir",1,8640,-112.059245,36.279866
91276,2013,"Douglas-fir",2,8640,-112.059245,36.279866
91284,2003,"Douglas-fir",0,6650,-112.413379,34.47195
91284,2013,"Douglas-fir",0,6650,-112.413379,34.47195
91454,2003,"Douglas-fir",3,7550,-109.439465,33.703022
91454,2013,"Douglas-fir",4,7550,-109.439465,33.703022
91487,2008,"Douglas-fir",2,7570,-109.253081,31.802683
91487,2018,"Douglas-fir",5,7570,-109.253081,31.802683
91500,2001,"Douglas-fir",0,8040,-109.758691,33.88456
91500,2011,"Douglas-fir",0,8040,-109.758691,33.88456
91500,2021,"Douglas-fir",0,8040,-109.758691,33.88456
91571,2004,"Douglas-fir",0,6520,-111.93407,35.014228
91571,2014,"Douglas-fir",3,6520,-111.93407,35.014228
91674,2001,"Douglas-fir",0,9200,-109.486381,33.883829
91674,2011,"Douglas-fir",0,9200,-109.486381,33.883829
91674,2021,"Douglas-fir",0,9200,-109.486381,33.883829
91843,2004,"Douglas-fir",1,8710,-109.641415,34.06611
91843,2009,"Douglas-fir",1,8710,-109.641415,34.06611
91843,2019,"Douglas-fir",2,8710,-109.641415,34.06611
91849,2004,"Douglas-fir",0,8420,-109.538098,33.793165
91849,2014,"Douglas-fir",0,8420,-109.538098,33.793165
91887,2008,"Douglas-fir",1,8180,-111.775113,35.37838
91887,2018,"Douglas-fir",1,8180,-111.775113,35.37838
91967,2003,"Douglas-fir",1,7680,-109.287897,35.815975
91967,2013,"Douglas-fir",5,7680,-109.287897,35.815975
91970,2005,"Douglas-fir",2,8870,-109.054963,36.360179
91970,2015,"Douglas-fir",4,8870,-109.054963,36.360179
91993,2001,"Douglas-fir",1,8780,-109.198805,33.855968
91993,2011,"Douglas-fir",17,8780,-109.198805,33.855968
91993,2021,"Douglas-fir",13,8780,-109.198805,33.855968
92066,2006,"Douglas-fir",3,7410,-110.624658,34.297489
92066,2016,"Douglas-fir",3,7410,-110.624658,34.297489
92072,2009,"Douglas-fir",0,6050,-109.963339,33.941316
92072,2019,"Douglas-fir",0,6050,-109.963339,33.941316
92081,2001,"Douglas-fir",0,7680,-109.33191,33.742428
92081,2011,"Douglas-fir",0,7680,-109.33191,33.742428
92081,2021,"Douglas-fir",0,7680,-109.33191,33.742428
92114,2001,"Douglas-fir",0,8130,-112.287633,36.54133
92114,2011,"Douglas-fir",0,8130,-112.287633,36.54133
92114,2021,"Douglas-fir",1,8130,-112.287633,36.54133
92182,2004,"Douglas-fir",0,8940,-112.208906,35.197614
92182,2014,"Douglas-fir",0,8940,-112.208906,35.197614
